firm,iso_o,category,parent
AMAZON DEVELOPMENT CENTER POLAND SP. Z O.O.,POL,cloud-computing,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTER POLAND SP. Z O.O.,POL,digital-advertising,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTER POLAND SP. Z O.O.,POL,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTER POLAND SP. Z O.O.,POL,online-marketplace,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (INDIA) PRIVATE LIMITED,IND,cloud-computing,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (INDIA) PRIVATE LIMITED,IND,digital-advertising,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (INDIA) PRIVATE LIMITED,IND,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (INDIA) PRIVATE LIMITED,IND,online-marketplace,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (SOUTH AFRICA) (PTY) LTD,ZAF,cloud-computing,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (SOUTH AFRICA) (PTY) LTD,ZAF,digital-advertising,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (SOUTH AFRICA) (PTY) LTD,ZAF,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE (SOUTH AFRICA) (PTY) LTD,ZAF,online-marketplace,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE IRELAND LIMITED,IRL,cloud-computing,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE IRELAND LIMITED,IRL,digital-advertising,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE IRELAND LIMITED,IRL,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON DEVELOPMENT CENTRE IRELAND LIMITED,IRL,online-marketplace,"AMAZON.COM, INC."
AMAZON DIGITAL GERMANY GMBH,DEU,cloud-computing,"AMAZON.COM, INC."
AMAZON DIGITAL GERMANY GMBH,DEU,digital-advertising,"AMAZON.COM, INC."
AMAZON DIGITAL GERMANY GMBH,DEU,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON DIGITAL GERMANY GMBH,DEU,online-marketplace,"AMAZON.COM, INC."
AMAZON DIGITAL UK LIMITED,GBR,cloud-computing,"AMAZON.COM, INC."
AMAZON DIGITAL UK LIMITED,GBR,digital-advertising,"AMAZON.COM, INC."
AMAZON DIGITAL UK LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON DIGITAL UK LIMITED,GBR,online-marketplace,"AMAZON.COM, INC."
AMAZON EU S.A R.L.,LUX,cloud-computing,"AMAZON.COM, INC."
AMAZON EU S.A R.L.,LUX,digital-advertising,"AMAZON.COM, INC."
AMAZON EU S.A R.L.,LUX,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON EU S.A R.L.,LUX,online-marketplace,"AMAZON.COM, INC."
AMAZON EUROPE CORE S.A R.L.,LUX,cloud-computing,"AMAZON.COM, INC."
AMAZON EUROPE CORE S.A R.L.,LUX,digital-advertising,"AMAZON.COM, INC."
AMAZON EUROPE CORE S.A R.L.,LUX,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON EUROPE CORE S.A R.L.,LUX,online-marketplace,"AMAZON.COM, INC."
AMAZON EUROPE HOLDING TECHNOLOGIES S.A R.L.,LUX,cloud-computing,"AMAZON.COM, INC."
AMAZON EUROPE HOLDING TECHNOLOGIES S.A R.L.,LUX,digital-advertising,"AMAZON.COM, INC."
AMAZON EUROPE HOLDING TECHNOLOGIES S.A R.L.,LUX,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON EUROPE HOLDING TECHNOLOGIES S.A R.L.,LUX,online-marketplace,"AMAZON.COM, INC."
AMAZON FRESH LLC,USA,cloud-computing,"AMAZON.COM, INC."
AMAZON FRESH LLC,USA,digital-advertising,"AMAZON.COM, INC."
AMAZON FRESH LLC,USA,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON FRESH LLC,USA,online-marketplace,"AMAZON.COM, INC."
AMAZON IRELAND SUPPORT SERVICES LIMITED,IRL,cloud-computing,"AMAZON.COM, INC."
AMAZON IRELAND SUPPORT SERVICES LIMITED,IRL,digital-advertising,"AMAZON.COM, INC."
AMAZON IRELAND SUPPORT SERVICES LIMITED,IRL,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON IRELAND SUPPORT SERVICES LIMITED,IRL,online-marketplace,"AMAZON.COM, INC."
AMAZON JAPAN L.L.C.,JPN,cloud-computing,"AMAZON.COM, INC."
AMAZON JAPAN L.L.C.,JPN,digital-advertising,"AMAZON.COM, INC."
AMAZON JAPAN L.L.C.,JPN,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON JAPAN L.L.C.,JPN,online-marketplace,"AMAZON.COM, INC."
AMAZON KOBLENZ GMBH,DEU,cloud-computing,"AMAZON.COM, INC."
AMAZON KOBLENZ GMBH,DEU,digital-advertising,"AMAZON.COM, INC."
AMAZON KOBLENZ GMBH,DEU,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON KOBLENZ GMBH,DEU,online-marketplace,"AMAZON.COM, INC."
AMAZON KUIPER UK LIMITED,GBR,cloud-computing,"AMAZON.COM, INC."
AMAZON ONLINE GERMANY GMBH,DEU,cloud-computing,"AMAZON.COM, INC."
AMAZON ONLINE GERMANY GMBH,DEU,digital-advertising,"AMAZON.COM, INC."
AMAZON ONLINE GERMANY GMBH,DEU,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON ONLINE GERMANY GMBH,DEU,online-marketplace,"AMAZON.COM, INC."
AMAZON ONLINE SPAIN SL.,ESP,cloud-computing,"AMAZON.COM, INC."
AMAZON ONLINE SPAIN SL.,ESP,digital-advertising,"AMAZON.COM, INC."
AMAZON ONLINE SPAIN SL.,ESP,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON ONLINE SPAIN SL.,ESP,online-marketplace,"AMAZON.COM, INC."
AMAZON ONLINE UK LIMITED,GBR,cloud-computing,"AMAZON.COM, INC."
AMAZON ONLINE UK LIMITED,GBR,digital-advertising,"AMAZON.COM, INC."
AMAZON ONLINE UK LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON ONLINE UK LIMITED,GBR,online-marketplace,"AMAZON.COM, INC."
AMAZON PUBLISHING LIMITED,GBR,digital-media_epublishing_ebooks,"AMAZON.COM, INC."
AMAZON SERVICES EUROPE S.A R.L.,LUX,cloud-computing,"AMAZON.COM, INC."
AMAZON SERVICES EUROPE S.A R.L.,LUX,digital-advertising,"AMAZON.COM, INC."
AMAZON SERVICES EUROPE S.A R.L.,LUX,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON SERVICES EUROPE S.A R.L.,LUX,online-marketplace,"AMAZON.COM, INC."
AMAZON SERVICES INTERNATIONAL INC,MEX,cloud-computing,"AMAZON.COM, INC."
AMAZON SERVICES INTERNATIONAL INC,MEX,digital-advertising,"AMAZON.COM, INC."
AMAZON SERVICES INTERNATIONAL INC,MEX,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON SERVICES INTERNATIONAL INC,MEX,online-marketplace,"AMAZON.COM, INC."
AMAZON SERVICES LLC,USA,cloud-computing,"AMAZON.COM, INC."
AMAZON SERVICES LLC,USA,digital-advertising,"AMAZON.COM, INC."
AMAZON SERVICES LLC,USA,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON SERVICES LLC,USA,online-marketplace,"AMAZON.COM, INC."
AMAZON SPAIN SERVICES SL.,ESP,cloud-computing,"AMAZON.COM, INC."
AMAZON SPAIN SERVICES SL.,ESP,digital-advertising,"AMAZON.COM, INC."
AMAZON SPAIN SERVICES SL.,ESP,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON SPAIN SERVICES SL.,ESP,online-marketplace,"AMAZON.COM, INC."
AMAZON STUDIOS LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON UK SERVICES LTD.,GBR,cloud-computing,"AMAZON.COM, INC."
AMAZON UK SERVICES LTD.,GBR,digital-advertising,"AMAZON.COM, INC."
AMAZON UK SERVICES LTD.,GBR,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON UK SERVICES LTD.,GBR,online-marketplace,"AMAZON.COM, INC."
AMAZON WEB SERVICES AUSTRALIA PTY LTD,AUS,cloud-computing,"AMAZON.COM, INC."
AMAZON WEB SERVICES BELGIUM,BEL,cloud-computing,"AMAZON.COM, INC."
AMAZON WEB SERVICES EMEA SARL,LUX,cloud-computing,"AMAZON.COM, INC."
"AMAZON WEB SERVICES EMEA SARL, SUCURSAL EM PORTUGAL",PRT,cloud-computing,"AMAZON.COM, INC."
AMAZON WEB SERVICES INC,USA,cloud-computing,"AMAZON.COM, INC."
AMAZON WEB SERVICES NEW ZEALAND LIMITED,NZL,cloud-computing,"AMAZON.COM, INC."
AMAZON WEB SERVICES POLAND SP. Z O.O.,POL,cloud-computing,"AMAZON.COM, INC."
"AMAZON.COM INTERNATIONAL SALES, INC.",FIN,cloud-computing,"AMAZON.COM, INC."
"AMAZON.COM INTERNATIONAL SALES, INC.",FIN,digital-advertising,"AMAZON.COM, INC."
"AMAZON.COM INTERNATIONAL SALES, INC.",FIN,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
"AMAZON.COM INTERNATIONAL SALES, INC.",FIN,online-marketplace,"AMAZON.COM, INC."
AMAZON.COM NV INVESTMENT HOLDINGS LLC,USA,cloud-computing,"AMAZON.COM, INC."
AMAZON.COM NV INVESTMENT HOLDINGS LLC,USA,digital-advertising,"AMAZON.COM, INC."
AMAZON.COM NV INVESTMENT HOLDINGS LLC,USA,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZON.COM NV INVESTMENT HOLDINGS LLC,USA,online-marketplace,"AMAZON.COM, INC."
"AMAZON.COM, INC.",USA,cloud-computing,"AMAZON.COM, INC."
"AMAZON.COM, INC.",USA,digital-advertising,"AMAZON.COM, INC."
"AMAZON.COM, INC.",USA,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
"AMAZON.COM, INC.",USA,online-marketplace,"AMAZON.COM, INC."
AMAZONCOMDEDC LLC DSR 1,USA,cloud-computing,"AMAZON.COM, INC."
AMAZONCOMDEDC LLC DSR 1,USA,digital-advertising,"AMAZON.COM, INC."
AMAZONCOMDEDC LLC DSR 1,USA,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZONCOMDEDC LLC DSR 1,USA,online-marketplace,"AMAZON.COM, INC."
AMAZONTECHNOLOGIES INC,USA,cloud-computing,"AMAZON.COM, INC."
AMAZONTECHNOLOGIES INC,USA,digital-advertising,"AMAZON.COM, INC."
AMAZONTECHNOLOGIES INC,USA,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
AMAZONTECHNOLOGIES INC,USA,online-marketplace,"AMAZON.COM, INC."
AMBERPOINT TECHNOLOGY INDIA PRIVATE LIMITED,IND,cloud-computing,ORACLE CORP
AMBERPOINT TECHNOLOGY INDIA PRIVATE LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
AMBERPOINT TECHNOLOGY MAURITIUS PRIVATE LTD,MUS,cloud-computing,ORACLE CORP
AMBERPOINT TECHNOLOGY MAURITIUS PRIVATE LTD,MUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
AMC TRANSPORT INC,USA,online-ride-hailing,"LYFT, INC."
ANDROID INC,USA,operating-system,ALPHABET INC.
ANGI INC.,USA,digital-advertising,ANGI INC.
ANGI INC.,USA,online-marketplace,ANGI INC.
ANJUKE.COM,CHN,online-marketplace,58.COM INCORPORATED
APEXION TECHNOLOGIES INC,USA,cloud-computing,INFOR INC
APEXION TECHNOLOGIES INC,USA,software_enterprise-software_enterprise-resource-planning-software,INFOR INC
APPLE,USA,digital-media_digital-music_music-streaming,APPLE
APPLE,USA,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE,USA,file-hosting-service,APPLE
APPLE,USA,online-marketplace,APPLE
APPLE,USA,operating-system,APPLE
APPLE,USA,payment-service,APPLE
APPLE COMPUTER TRADING (SHANGHAI) CO LTD,CHN,digital-media_digital-music_music-streaming,APPLE
APPLE COMPUTER TRADING (SHANGHAI) CO LTD,CHN,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE COMPUTER TRADING (SHANGHAI) CO LTD,CHN,file-hosting-service,APPLE
APPLE COMPUTER TRADING (SHANGHAI) CO LTD,CHN,online-marketplace,APPLE
APPLE COMPUTER TRADING (SHANGHAI) CO LTD,CHN,operating-system,APPLE
APPLE COMPUTER TRADING (SHANGHAI) CO LTD,CHN,payment-service,APPLE
APPLE DISTRIBUTION INTERNATIONAL,IRL,digital-media_digital-music_music-streaming,APPLE
APPLE DISTRIBUTION INTERNATIONAL,IRL,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE DISTRIBUTION INTERNATIONAL,IRL,file-hosting-service,APPLE
APPLE DISTRIBUTION INTERNATIONAL,IRL,online-marketplace,APPLE
APPLE DISTRIBUTION INTERNATIONAL,IRL,operating-system,APPLE
APPLE DISTRIBUTION INTERNATIONAL,IRL,payment-service,APPLE
APPLE EUROPE LIMITED,GBR,digital-media_digital-music_music-streaming,APPLE
APPLE EUROPE LIMITED,GBR,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE EUROPE LIMITED,GBR,file-hosting-service,APPLE
APPLE EUROPE LIMITED,GBR,online-marketplace,APPLE
APPLE EUROPE LIMITED,GBR,operating-system,APPLE
APPLE EUROPE LIMITED,GBR,payment-service,APPLE
APPLE JAPAN INC,JPN,digital-media_digital-music_music-streaming,APPLE
APPLE JAPAN INC,JPN,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE JAPAN INC,JPN,file-hosting-service,APPLE
APPLE JAPAN INC,JPN,online-marketplace,APPLE
APPLE JAPAN INC,JPN,operating-system,APPLE
APPLE JAPAN INC,JPN,payment-service,APPLE
APPLE OPERATIONS EUROPE,IRL,digital-media_digital-music_music-streaming,APPLE
APPLE OPERATIONS EUROPE,IRL,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE OPERATIONS EUROPE,IRL,file-hosting-service,APPLE
APPLE OPERATIONS EUROPE,IRL,online-marketplace,APPLE
APPLE OPERATIONS EUROPE,IRL,operating-system,APPLE
APPLE OPERATIONS EUROPE,IRL,payment-service,APPLE
APPLE OPERATIONS INTERNATIONAL,IRL,digital-media_digital-music_music-streaming,APPLE
APPLE OPERATIONS INTERNATIONAL,IRL,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE OPERATIONS INTERNATIONAL,IRL,file-hosting-service,APPLE
APPLE OPERATIONS INTERNATIONAL,IRL,online-marketplace,APPLE
APPLE OPERATIONS INTERNATIONAL,IRL,operating-system,APPLE
APPLE OPERATIONS INTERNATIONAL,IRL,payment-service,APPLE
APPLE SALES INTERNATIONAL,IRL,digital-media_digital-music_music-streaming,APPLE
APPLE SALES INTERNATIONAL,IRL,digital-media_video-on-demand_video-streaming-svod,APPLE
APPLE SALES INTERNATIONAL,IRL,file-hosting-service,APPLE
APPLE SALES INTERNATIONAL,IRL,online-marketplace,APPLE
APPLE SALES INTERNATIONAL,IRL,operating-system,APPLE
APPLE SALES INTERNATIONAL,IRL,payment-service,APPLE
APPLIED SEMANTICS INC,USA,digital-advertising,ALPHABET INC.
AQUAFADAS,FRA,online-marketplace,"RAKUTEN GROUP,INC."
AQUAFADAS,FRA,payment-service,"RAKUTEN GROUP,INC."
ARSLOANE UK LTD.,GBR,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
ART LOSS REGISTER INC,USA,digital-advertising,ART LOSS REGISTER INC
ART RECOVERY GROUP LIMITED,GBR,digital-advertising,ART RECOVERY GROUP LIMITED
ASOS PLC,GBR,online-marketplace,ASOS PLC
ASOS.COM LIMITED,GBR,online-marketplace,ASOS PLC
AUCTION CO,USA,online-marketplace,EBAY INC
AUDIBLE GMBH,DEU,digital-media_epublishing_ebooks,"AMAZON.COM, INC."
AUDIBLE INC,USA,digital-media_epublishing_ebooks,"AMAZON.COM, INC."
AUDIBLE LIMITED,GBR,digital-media_epublishing_ebooks,"AMAZON.COM, INC."
AUDIBLE SINGAPORE PRIVATE LIMITED,SGP,digital-media_epublishing_ebooks,"AMAZON.COM, INC."
AUN BERMUDA LIMITED,BMU,cloud-computing,ALPHABET INC.
AUN BERMUDA LIMITED,BMU,digital-advertising,ALPHABET INC.
AUN BERMUDA LIMITED,BMU,online-marketplace,ALPHABET INC.
AUTOMATTIC INC,USA,software_enterprise-software_other-enterprise-software,AUTOMATTIC INC
AUTOTEGRITY INC,USA,software_enterprise-software_enterprise-resource-planning-software,"CDK GLOBAL, INC."
Alibaba Group Holding Limited,CYM,cloud-computing,ALI BABA GROUP LLC
Alibaba Group Holding Limited,CYM,online-marketplace,ALI BABA GROUP LLC
"BAIDU (CHINA) CO., LTD.",CHN,cloud-computing,BAIDU INCORPORATED
"BAIDU (CHINA) CO., LTD.",CHN,digital-advertising,BAIDU INCORPORATED
"BAIDU (CHINA) CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
BAIDU (HONG KONG) LIMITED,HKG,cloud-computing,BAIDU INCORPORATED
BAIDU (HONG KONG) LIMITED,HKG,digital-advertising,BAIDU INCORPORATED
BAIDU (HONG KONG) LIMITED,HKG,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
"BAIDU CLOUD COMPUTING TECHNOLOGY (BEIJING) CO., LTD.",CHN,cloud-computing,BAIDU INCORPORATED
"BAIDU CLOUD COMPUTING TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-advertising,BAIDU INCORPORATED
"BAIDU CLOUD COMPUTING TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
BAIDU HOLDINGS LIMITED,VGB,cloud-computing,BAIDU INCORPORATED
BAIDU HOLDINGS LIMITED,VGB,digital-advertising,BAIDU INCORPORATED
BAIDU HOLDINGS LIMITED,VGB,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
BAIDU INCORPORATED,CHN,cloud-computing,BAIDU INCORPORATED
BAIDU INCORPORATED,CHN,digital-advertising,BAIDU INCORPORATED
BAIDU INCORPORATED,CHN,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
BAIDU JAPAN INC.,JPN,cloud-computing,BAIDU INCORPORATED
BAIDU JAPAN INC.,JPN,digital-advertising,BAIDU INCORPORATED
BAIDU JAPAN INC.,JPN,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
"BAIDU ONLINE NETWORK TECHNOLOGY (BEIJING) CO., LTD.",CHN,cloud-computing,BAIDU INCORPORATED
"BAIDU ONLINE NETWORK TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-advertising,BAIDU INCORPORATED
"BAIDU ONLINE NETWORK TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
BAIDU USA LLC,USA,cloud-computing,BAIDU INCORPORATED
BAIDU USA LLC,USA,digital-advertising,BAIDU INCORPORATED
BAIDU USA LLC,USA,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
"BAIDU. COM TIMES TECHNOLOGY (BEIJING) CO., LTD.",CHN,cloud-computing,BAIDU INCORPORATED
"BAIDU. COM TIMES TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-advertising,BAIDU INCORPORATED
"BAIDU. COM TIMES TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,BAIDU INCORPORATED
BALAN & COMPANY S.R.L.,ITA,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
BANCO IBM S.A.,BRA,cloud-computing,INTERNATIONAL BUSINESS MACHINES CORP
"BANCTEC (PHILIPPINES), INC.",PHL,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
BANCTEC BUSINESS OUTSOURCING SAS,FRA,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
BANCTEC CANADA INC,CAN,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
BANCTEC GROUP LLC,USA,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
BANCTEC INDIA PRIVATE LIMITED,IND,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
"BANCTEC INTERMEDIATE HOLDING, INC.",USA,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
BANCTEC PUERTO RICO INC,USA,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
BANCTEC TRANSAKTIONSSERVICE GMBH,AUT,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
"BANCTEC, INC.",USA,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
"BANDAI (SHENZHEN) CO., LTD.",CHN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
"BANDAI CO.,LTD.",JPN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI KAMOTSU KK,JPN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
"BANDAI NAMCO (CHINA) INVESTMENT CO., LTD.",CHN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO (THAILAND) CO LTD,THA,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ASIA COMPANY LIMITED,HKG,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO AUSTRALIA PTY LTD,AUS,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT AMERICA INC,USA,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT ASIA PTE. LTD.,SGP,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT AUSTRALIA PTY LTD,AUS,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT FRANCE,FRA,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT GERMANY GMBH,DEU,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT HELLAS SOLE SHAREHOLDER CO. LTD,GRC,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT IBERICA SA.,ESP,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT INC.,JPN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
"BANDAI NAMCO ENTERTAINMENT KOREA CO.,LTD",KOR,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT MALAYSIA SDN. BHD.,MYS,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT NORDIC AB,SWE,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT TAIWAN LTD.,TWN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ENTERTAINMENT UK LTD.,GBR,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO HOLDINGS INC.,JPN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO HOLDINGS UK LIMITED,GBR,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO KOREA COMPANY LIMITED,KOR,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO ONLINE INC.,JPN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO PHILIPPINES INC,PHL,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO STUDIOS INC.,JPN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO STUDIOS SINGAPORE PTE. LTD.,SGP,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI NAMCO STUDIOS VANCOUVER INC.,CAN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
"BANDAI NAMCO TAIWAN CO., LTD.",TWN,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BANDAI UK LIMITED,GBR,digital-media_video-games_pc-games,BANDAI NAMCO HOLDINGS INC.
BASHVIDEO,RUS,digital-media_video-games_pc-games,ROBLOX CORP
BEA CROSSGAIN INC,USA,cloud-computing,ORACLE CORP
BEA CROSSGAIN INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
BEA CROSSGAIN INTERNATIONAL,CYM,cloud-computing,ORACLE CORP
BEA CROSSGAIN INTERNATIONAL,CYM,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
BEA SYSTEMS,GBR,cloud-computing,ORACLE CORP
BEA SYSTEMS,GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"BEA SYSTEMS (CHINA) CO., LTD",CHN,cloud-computing,ORACLE CORP
"BEA SYSTEMS (CHINA) CO., LTD",CHN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"BEA SYSTEMS (FSC), INC.",BRB,cloud-computing,ORACLE CORP
"BEA SYSTEMS (FSC), INC.",BRB,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
BEA SYSTEMS DISTRIBUTION B.V.,NLD,cloud-computing,ORACLE CORP
BEA SYSTEMS DISTRIBUTION B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"BEA SYSTEMS HOLDING B, INC.",USA,cloud-computing,ORACLE CORP
"BEA SYSTEMS HOLDING B, INC.",USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
BEA SYSTEMS HONG KONG LIMITED,HKG,cloud-computing,ORACLE CORP
BEA SYSTEMS HONG KONG LIMITED,HKG,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
BEA SYSTEMS INC,USA,cloud-computing,ORACLE CORP
BEA SYSTEMS INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
