firm,category,iso_o
CHINA TELECOM Corporation Ltd.,apps,CHN
ChineseAll,apps,CHN
Chis yap,games,MYS
Cho Su moon,apps,KOR
Chocolate Chips,games,MYS
chomikuj.pl,apps,BLZ
chong li,games,CHN
Chouic,apps,FRA
Christ Embassy (US),apps,GBR
Christian West,apps,GBR
Christophe Théron,games,NGA
Christopher Davis,apps,TWN
CHU TSAI,games,TWN
Chuen Piu Tsang,games,CHN
chunhui chen,games,CHN
chunleigame,games,TWN
chunlin zhang,games,CHN
"Ciagram CO., LTD.",games,JPN
Cidar,apps,DEU
CipSoft GmbH,games,DEU
CITB,apps,GBR
CITY APP,apps,ITA
City Domination,games,DEU
CITY-NAV sp. z o.o.,apps,POL
Citylink Solutions Pte. Ltd.,games,SGP
"CityLink, LLC",games,RUS
Claro S/A,apps,BRA
Class Editori Spa,apps,ITA
Class Professional Publishing,apps,GBR
"Clear Tech Apps, Inc.",apps,TUR
click2-win Ltd,apps,SWE
ClickFun Games,games,HKG
Clickteam USA LLC,games,USA
"Clicktouch Co., Ltd.",games,ISR
"Clime Weather Service, LLC",apps,USA
ClockStone STUDIO,games,AUT
ClockworkMod,apps,USA
Cloud Ark Technology,apps,CHN
"Cloudcade, Inc.",games,USA
"CloudMagic, Inc.",apps,USA
CloudMosa Inc,apps,USA
CLOUDs Inc.,apps,JPN
CloudSide,apps,USA
CloudTeam,games,POL
Clover Inc.,apps,CAN
cloverlab.inc,games,USA
Clyna S.A.,apps,ARG
"CMGE KOREA CO.,LTD",games,KOR
CMGE.DB,games,CHN
CMI Publishing,apps,FRA
CMoney Inc,apps,TWN
CMTraining,apps,USA
Coco Entertainment,games,USA
Coco Entertainment International,games,TWN
Cocologics,apps,DEU
cocone,apps,JPN
cocone,games,JPN
cocone v corp.,games,JPN
Coconut Island Games Limited,games,CHN
Code App Tecnologia da Informacao Eireli - ME,apps,BRA
Code Redman Ltd,games,GBR
Codemasters Software Company Ltd,games,GBR
CodeMobiles (Thailand) Company Limited,apps,THA
Codex7 Games,games,CHN
Codigames,games,ESP
Codigami Technologies Private Limited,apps,IND
Codingcode,apps,GBR
"Coffee Meets Bagel, Inc",apps,USA
Coffee Stain Publishing,games,SWE
Coffey Studio,games,GBR
Cogitap Software,apps,GBR
Colondee,apps,PHL
"COLOPL, Inc.",games,JPN
Color Switch Phoenix LLC,games,ZAF
"coly, Inc.",games,JPN
Com2uS,games,KOR
Combay Inc.,games,USA
ComcSoft Corporation,apps,USA
Come2Play - Board Games,games,ISR
Comeresa,apps,FRA
CommSeed Corporation,games,JPN
Complex Games Inc.,games,GBR
Component Studios,apps,NLD
Comunican SA,apps,COL
comunio,games,DEU
Concentra,apps,DEU
Conceptis Ltd.,games,ISR
Conde Nast Digital Germany GmbH,apps,DEU
Condé Nast Digital,apps,USA
Condé Nast Italia,apps,ITA
ConectaGames,games,CYP
"Confide, Inc.",apps,USA
Consala International Inc,games,USA
Consumentenbond,apps,NLD
"Content AI, LLC",apps,USA
Control-It,apps,TWN
Cookpad Inc.,apps,JPN
Cool Code Playlab,games,MYS
CoolMobileSolution,apps,VNM
CoolWin,games,MYS
"COPRO Co., Ltd.",games,JPN
Coradine Aviation Systems,apps,USA
Coral Wu,apps,NGA
Core Coders Ltd,apps,GBR
Core Signals,apps,USA
Coreedge Inc.,games,USA
Coresystem,apps,KOR
COREXCO,apps,CAN
Cornelsen Verlag GmbH,apps,DEU
Corus Digital,apps,IRL
Cosmic Apps Pty Ltd,apps,AUS
Cosmic Latte s.r.o,apps,CZE
cosmixgame,games,THA
Couchfunk GmbH,apps,DEU
Cougar Life Inc.,apps,CAN
CounterPath Corporation,apps,USA
Couplemaker,apps,KOR
"Course Hero, Inc.",apps,USA
Coursera,apps,DEU
Coyote System,apps,FRA
Cozi,apps,USA
CPC Connect Limited,apps,GBR
Craneballs,games,CZE
Crazy Games Development B.V.,games,NLD
Crazy Panda Limited,games,CYP
CrazyLabs LTD,games,ISR
Creative Job LLC,apps,RUS
Creative Mobile Games,games,EST
"CREEK&RIVER Co.,Ltd",games,JPN
Crenova,games,KOR
Crescent Moon Games,games,USA
Creste LLC,apps,AUS
"Crestron Electronics, Inc",apps,USA
"Crestron Electronics, Inc.",apps,USA
Cricket Australia,apps,AUS
"Cricut, Inc.",apps,USA
Crimson Moon Entertainment LLC,games,USA
Crispy Games Private Limited,games,IND
Criss Cross Games,games,PAK
Critical Force Ltd.,games,FIN
Croc Software Solutions,apps,ISR
"CROOZ, Inc.",games,JPN
Crowd Mobile IP Pty Ltd,apps,AUS
Crowded Road,apps,AUS
Crowdfire Inc,apps,SAU
Crowdstar Inc,games,USA
"Crunchyroll, LLC",apps,USA
Crush Mobile LLC,apps,USA
"Crypton Future Media, Inc. Apps",games,JPN
CryptoRaven OÜ,apps,EGY
Crystal Reality Media LLC,apps,RUS
CTM Alder GmbH,apps,CHE
CTOS DATA SYSTEMS SDN BHD,apps,MYS
Cube Magic Inc.,games,TWN
Cubinet Interactive International Co. Ltd.,games,MYS
cui taihao,games,CHN
Cupid plc,apps,USA
Cupist Inc.,apps,KOR
Curious.com,apps,USA
"CyberAgent, Inc.",apps,JPN
"CyberAgent, Inc.",games,JPN
Cyberlink Corp,apps,TWN
Cyberserve Ltd.,apps,GBR
"CyberStep, Inc.",games,JPN
CYBIRD,apps,JPN
CYBIRD,games,JPN
Cyfrowy Polsat S.A.,apps,POL
"Cygames, Inc.",games,JPN
CYNKING GAMES,games,HKG
CYOU,games,SWE
"Cyscorpions Inc.,",games,PHL
D&D Dream Corp.,games,USA
"D-techno Co.,Ltd.",games,CYP
D2 COMPANY / COMIC GT,apps,KOR
D3 Go!,games,USA
Dacheng (Singapore) Pte. Ltd.,games,SGP
DAERISOFT,games,KOR
"Daidzhest Media, OOO",apps,RUS
"Daily Workout Apps, LLC",apps,USA
DailyBurn,apps,USA
Dakyuz Yazilim Ticaret Limited Sirketi,apps,TUR
"Dalcomsoft, Inc.",games,KOR
"DALIAN BEI YOU CO.,TLD",games,CHN
DAMO NETWORK LIMITED,apps,HKG
DAMO NETWORK LIMITED,games,HKG
Dan Ding,games,TWN
Dan Tao,games,CHN
dandan hu,games,ITA
dandelion.k.k.,apps,JPN
Dangerous Derk Interactive Ltd,games,GBR
DanJing Yan,games,TWN
"DankHearts, Ltd.",games,JPN
Danko lab.,apps,RUS
Danmarks Jægerforbund,apps,DNK
Dansk Boldspil-Union,apps,DNK
DanTracker Technology Company ApS,apps,DNK
DaoJ Gong,games,THA
Daou Technology Inc.,apps,USA
Dark Horse Comics,apps,USA
darken,apps,DEU
"Darkwinter Network Technology Co., Ltd.",games,JPN
Dartou,games,CHN
"DARTSLIVE Co.,Ltd.",apps,JPN
Dashenquan,games,CHN
Dashlane,apps,FRA
DaSuppaStudios,games,RUS
Datacomp,apps,SVK
DataViz,apps,USA
Dating Personals,apps,NLD
Dating.dk Aps,apps,DNK
David Kang,apps,USA
David Pront,games,AUS
DAWEN LUO,games,MYS
Dawen Luo,games,THA
Day7,games,KOR
DC Entertainment,apps,USA
DC Perfect,games,THA
De Boeck Estem,apps,BEL
De Telegraaf B.V.,apps,NLD
Deca_Games,games,BGR
Dedalord S.R.L.,games,ITA
DeeDeeFun,games,SGP
Deemedya INC,games,USA
Deep River Development Ltd,apps,GBR
Deep Silver,games,AUT
Deepsea Studio,games,KEN
DEEZER SA,apps,FRA
DefConTwelve S.r.l.,apps,ITA
Defiant Development,games,AUS
"Defiant Technologies, LLC",apps,USA
DEFTER,apps,BIH
Degoo Backup AB - Cloud,apps,SWE
Degoo ltd,games,COL
deja Mi,apps,USA
"Dek-D Interactive Co., ltd",apps,THA
Dekovir Ltd,games,CYP
Delius Klasing Verlag,apps,DEU
Demivika,apps,RUS
"DeNA Co., Ltd.",games,JPN
DerKeiler GmbH,apps,DEU
Dervis Akyuz,apps,TUR
Descomplica Cursos Livres Via Web S.A,apps,BRA
DevolverDigital,games,USA
DevQ S.r.l.,apps,ITA
Devsisters Corporation,games,KOR
Deway,apps,USA
DeZhuan Lee,games,SGP
DF Marketplace Limited,apps,THA
DFC Production,apps,FRA
DGN Games,games,USA
DHGAMES,games,HKG
Di Mu,games,BGR
di wu,games,ITA
Diagnosia Internetservices GmbH,apps,AUT
"Dial Communications, Inc.",apps,USA
dictate2us Ltd,apps,GBR
"Dictionary.com, LLC",apps,USA
Dictus,apps,DNK
"Didactic Labs, S.L.",apps,ESP
Didilabs BV,apps,NLD
Diet and Wellness sp. z o.o.,apps,POL
DigestBook,apps,RUS
Digital Arts Inc.,apps,JPN
Digital monkey inc.,games,JPN
DIGITAL NOMAD S.L,apps,ESP
Digital Quarter Pty Ltd,apps,AUS
"Digital Samba, SL",games,ESP
Digital Sky Entertainment Ltd.,games,HKG
Digital Smoke LLC,games,USA
Digital Strawberry LLC,games,USA
Digital Virgo France,apps,FRA
"Digitally Imported, Inc.",apps,USA
Digitalt Hjarta AB,apps,SWE
Digitoy Games,games,TUR
Digiturk,apps,TUR
Digivive Services Pvt. Ltd,apps,IND
"Dil Mil, Inc.",apps,USA
Dimitry Fayerman,apps,RUS
"Dimo Co.,Ltd.",apps,LKA
Dingmin Wang,games,AUS
Dingo Games,games,CAN
Dingtone Phone,apps,USA
Dinocooler,games,KOR
Dinosaur Polo Club,games,NZL
Dip.-Ing. Markus Mayer,apps,AUT
Dirtybit AS,games,NOR
Discovery Communications,apps,USA
Disney,apps,USA
Disney,games,USA
Disrapp,apps,RUS
Distinctive Games,games,GBR
Diverse.Inc,apps,JPN
DIVMOB,games,SGP
Diwaniya Labs Inc.,games,KWT
"Diyibo Network Technology Co., Ltd.",games,CHN
DJG CORE HOLDINGS LIMITED,games,IRL
dlapilota.pl Sp. z o.o.,apps,POL
DLDprod,games,FRA
dmg media ltd,apps,GBR
Dmitri Kislovski,apps,RUS
Dmitri Kislovski,games,RUS
DMITRY KOMAROV,apps,RUS
Dmitry Petrov Center LLC,apps,RUS
Dmm Solutions Inc.,apps,USA
DMMGAMES,games,JPN
DNA Plus,apps,BRA
"Do More Mobile, LLC.",apps,CHE
"Docs Squared, LLC",apps,NGA
DocuSign,apps,USA
Dogtracks AB,apps,SWE
Doist Inc.,apps,USA
doizece.ro,games,ROU
Dolojoy,games,CHN
Dominic Renilla,apps,BRA
Dominic Rodemer,apps,COL
DoMobile AppLock,apps,HKG
Domus Technica,apps,CHE
Donald Harper,apps,USA
"Dong-A publishing co., ltd",apps,KOR
DonkeyCat GmbH,games,AUT
Donnerwood Media,apps,USA
Donut Games,games,SWE
"Donuts Bangkok Co., Ltd.",games,THA
Donuts Co. Ltd.,games,JPN
Doodle Mobile Ltd.,games,CHN
DORAKEN.inc,games,USA
Dot United AB,apps,SWE
Dotemu,games,FRA
Douban Inc.,apps,KOR
Double Down Interactive LLC,games,USA
"Double Fine Productions, Inc.",games,USA
DoubleUGames,games,KOR
DoubleVision Labs,apps,USA
DoubleYou Pte Ltd.,apps,SGP
Doubleyou Pte. Ltd.,apps,SGP
Doudouyou Software,games,MYS
"Dow Jones & Company, Inc., publisher of The Wall Street Journal.",apps,USA
"Down App, Inc.",apps,USA
DOYU HONGKONG LIMITED,apps,HKG
Doğumgünü Kitapçısı,apps,TUR
DPG Media Digital B.V.,apps,NLD
DPG Media Services,apps,BEL
Dr. Panda,apps,HKG
Dr. Panda,games,HKG
Dr.Web,apps,RUS
Dragon Game Studio,games,USA
DramaFever,apps,USA
DramaFever Corp.,apps,USA
Dreamgoo,games,KOR
DreamHeart,games,USA
DreamLife Studio,games,USA
Dreamplay Games,games,KOR
DreamSky,games,KOR
"DreamWeaver Labs, LLC",games,USA
DreamWrold Studio,games,THA
DRF - Dansk Ride Forbund,apps,DNK
Driving Test Success Limited,apps,NZL
Droidhen Casual,games,USA
DroidVPN Inc.,apps,PHL
drokid,games,TUR
Dromenjager,games,NLD
"Dropbox, Inc.",apps,USA
Druide informatique,apps,CAN
DRYAD,games,GBR
"Duck Duck Moose, LLC",games,USA
Duello,games,TUR
"Duet, Inc.",apps,USA
Duo AB,games,THA
Duokan Technology Company,apps,CHN
Dvaoru,apps,IND
"DWANGO MOBILE CO., LTD.",apps,JPN
DynamicApps,apps,IND
DYNAMICNEXT,games,USA
E ENTERTAINMENT UK Ltd,apps,GBR
"E&CORPORATION CO., LTD.",apps,GRC
"E-surfing Reading Culture Communications Co.,Ltd",apps,CHN
e-TF1,apps,FRA
"E2SEA (THAILAND) Co., Ltd.",games,THA
EAG BOX,games,TWN
EAGAMEBOX,games,HKG
Earthquake Analysis Laboratory,apps,JPN
Easou Tech,apps,CHN
Eastros Pvt. Ltd.,apps,PAK
Easy Ten OOO,apps,RUS
"Easy Tiger Apps, LLC.",apps,USA
EasyTech,games,HKG
eatgood LTD,apps,HKG
eBalance GmbH,apps,CHE
Ebok.no AS,apps,NOR
eCift,apps,TUR
ECONSCIENCE CORPORATION,games,ARE
Edgard jezykiobce.pl,apps,POL
"Edia Co.,Ltd.",games,JPN
Edicio de Premsa Periodica Ara,apps,ESP
EdiSud S.p.a.,apps,ITA
Editions Harlequin,apps,FRA
Editions Le Nouvelliste SA,apps,CHE
Editora el Sol,apps,MEX
Editorial Perfil SA,apps,ARG
Editorial Televisa Digital,apps,MEX
Editoriale Bresciana S.p.A.,apps,ITA
Editoriale Domus SpA,apps,ITA
Editoriale Libero srl,apps,ITA
Educaplanet S.L.,games,ESP
"EDUCSA TICS, S.C.P.",apps,ESP
edvision,apps,SWE
Efe Comert,apps,TUR
Effervescence,games,FRA
EFRAC,apps,GBR
Efun Company Ltd.,games,HKG
Efun International Ltd,games,TWN
Efun-Thailand,games,THA
"EGame co.,Ltd",games,DEU
Egame Company Ltd.,games,SGP
Egame-ID Studio,games,IDN
EGLS Ltd.,games,CHN
Egmont,apps,NOR
Egmont,games,NOR
Egmont Kids Media,apps,NOR
Egmont Kids Media Digital A/S,apps,NOR
Egmont Serieforlaget,apps,NOR
Egmont Story House AB,games,SWE
Ego360,apps,ITA
Egor Badaev,apps,RUS
eHarmony.com,apps,USA
EIC INC,apps,USA
Eide Forlag AS,apps,NOR
Eifrig Media,apps,DEU
eitarosoft,games,JPN
ekkorr,games,KOR
Ekstra Bladet,apps,NOR
El Factoris Superapps snap Free Music player unlimited apps factory LTD,apps,IND
ELECTRONIC ARTS,games,GBR
Electronic Business Solutions,apps,HND
Elegant Recursion Inc.,apps,NGA
"Elevate, Inc.",apps,USA
Elias Pietilä,games,COL
Elite Sound Limited,apps,TWN
ElitePartner,apps,USA
Elizaveta Ivanova,games,MDA
"Ellation, Inc.",apps,USA
Ellisapps Inc.,games,SAU
Elokence SAS,apps,FRA
elvic Inc.,apps,USA
ELYLAND INVESTMENT COMPANY LIMITED,games,CYP
Ember Entertainment,games,USA
Emirates Digitals,apps,ARE
Emoji+,apps,USA
eMotion Apps,apps,BRA
Encripta,apps,USA
"Encyclopaedia Britannica, Inc",apps,USA
Endomondo.com,apps,DNK
Energy Lab,apps,ITA
Engis Technologies.Inc,apps,KOR
EnglishCentral,apps,USA
Eniro,apps,SWE
Eniro AB,apps,DNK
Eniro Norge AS,apps,NOR
enish Inc.,games,JPN
ENJOY GAME,games,ITA
ENJOY GAME INC,games,USA
Enjoy mobile game limited,games,USA
EnjoyPlay Corp.,games,TWN
"ENP GAMES Co., Ltd.",games,KOR
Entertainment One,games,GBR
Entrepreneur Media,apps,USA
Entrex,apps,JPN
Enuma,games,USA
"Epic Creations, Inc.",apps,USA
Epic Games,games,USA
Epic Story Interactive,games,CAN
Epic War LLC,games,USA
epics Inc.,games,JPN
Episode Interactive,games,USA
EPLAYWORKS,apps,KOR
EpochalStorm Games S.R.L.,games,ITA
Epocrates,apps,USA
Eppdoc,apps,NLD
ePresse,apps,TUN
epsxe software s.l.,games,ESP
Equibs Solutions Pty Ltd,apps,AUS
EQUIDIA,apps,FRA
Erepublik Labs,games,IRL
Erman Guner,apps,TUR
Eryod Soft,games,FRA
ES Global,apps,GBR
ESCAPE VELOCITY LIMITED,apps,GBR
ESDigital Games,games,RUS
esealed,apps,SAU
ESET,apps,USA
eSolutions Group,apps,USA
ESTgames Corp.,games,KOR
EstudiosKG,apps,MEX
Estádio TNT Sports,apps,BRA
et3arraf & Zawaj Muslims - تعارف وزواج للمسلمين,apps,SAU
etermax,games,ARG
"eureka,Inc.",apps,JPN
EUROCENTER GAMES CY,games,CYP
EuroSmartz Ltd,apps,GBR
Eurosport,apps,FRA
Evan Schoenberg,apps,MEX
evastudio,games,EST
"EVATAR CO., LTD.",games,TWN
"Everalbum, Inc.",apps,USA
Everbook,apps,USA
EverdreamSoft SA,games,CHE
Evernote Corporation,apps,USA
"Everyday Health, Inc.",apps,USA
Everyone Happy Entertainment Limited,apps,HKG
"EVERYSTAR Co., Ltd.",apps,JPN
Evgeniy Ostrovskiy,apps,BGR
"EviScience, S.L.",apps,ESP
EVRY One Halmstad AB,apps,SWE
EWE-Software,apps,DEU
Exact Editions Ltd,apps,GBR
Exame Digital,apps,BRA
"Excite Japan Co.,Ltd.",apps,JPN
EXNOA LLC,apps,JPN
EXORUN,games,FRA
Exoty,games,FRA
exozet,apps,CHE
Expanded Apps,apps,USA
Experian,apps,GBR
Experteer,apps,DEU
Explain Everything sp. z o.o.,apps,POL
"Exploding Kittens, Inc",games,ESP
Expressen Lifestyle AB,apps,SWE
Exustus,games,NZL
"Eyedentity Mobile Co., Ltd.",games,KOR
EYEKON E.R.D Limited,apps,FRA
EYOUGAME(USS),games,SGP
"Eyugame Network Technology Co., Ltd",games,CHN
EZ Education Ltd,games,GBR
EZfun,games,CHN
F-Secure Corporation,apps,FIN
"f4samurai, Inc.",games,JPN
Fabio Soldati,apps,CHE
Facie Labs,apps,ISR
FACTORIAL GAMES,games,KOR
Fahrlehrer24.ch,apps,CHE
Fahrschule.de Internetdienste GmbH,apps,DEU
Fairfax Digital Australia & New Zealand Pty Limited,apps,AUS
Falafel Games,games,LBN
Fam Apps,apps,SWE
Family Safety Production,apps,IND
"Fanatee, Inc.",games,USA
Fanella Productions,games,GBR
Fang Minqing,games,CHN
Fangyan Qiao,games,IDN
Fantapazz,apps,ITA
FANTASY FISH DIGITAL GAMES (HONG KONG) COMPANY LIMITED,games,HKG
Fantasy Legend Studios,games,USA
FAOX,apps,ROU
Farbflut Entertainment GmbH,games,DEU
"Farm Animal Kingdom ZZL Co.,Ltd.",games,RUS
Farmers Journal,apps,GBR
FarSight Studios,games,USA
Fashion Press LLC,apps,RUS
Fat Lizards Pte Ltd,games,SGP
Favafone LLC,apps,ARE
FBReader.ORG Limited,apps,GBR
FDG Entertainment GmbH & Co.KG,games,DEU
Featherweight Games Pty Limited,games,AUS
Feeld Ltd,apps,GBR
FeelVeryBien sarl,apps,LUX
Feerik Games,games,FRA
"Feiyu Co.,Ltd.",games,HKG
Felipe Tumonis,apps,BRA
Fenixs Technology,games,USA
Fenlander Software Solutions Ltd,apps,GBR
Fenshun Network Technology (Shanghai) Company Limited,games,CHN
Fewlaps,apps,ESP
FGAE Apps,apps,DEU
Fields Corporation,games,JPN
Fifth Star Labs LLC,apps,USA
Figaro Classifieds,apps,FRA
FightSong Inc.,games,USA
Fiix Corporation,apps,ISR
Filimundus AB,games,SWE
FiLMiC Inc,apps,USA
Filterra Inc.,apps,RUS
Finch Technology Enterprise,apps,MYS
"Fincon Co., Ltd.",games,THA
FINGER INTERNATIONAL TECHNOLOGY CORP.,games,TWN
FingerCat,games,KOR
Fingerdance Games,games,TWN
FingerFun Limited.,games,HKG
FingerGame Corp,games,TWN
Fingersoft,games,FIN
FingerTips,games,RUS
Finsify,apps,VNM
Fiona Jin,games,IDN
Fire Kingdom International Limited.,games,HKG
FireAPPS extreme LTD,apps,BRA
"Firecore, LLC",apps,USA
Firedog Creative Company Limited,games,HKG
Firefly Games Inc.,games,USA
FireMocha,games,USA
Firenet,apps,USA
Fireproof Studios Limited,games,GBR
Firevale,games,USA
First Class Media B.V.,apps,NLD
First Touch Games Ltd.,games,GBR
Fischkopf GmbH & Co. KG,apps,DEU
FishBrain,apps,SWE
Fission Inc.,apps,USA
"Fission Technology Co., Ltd",apps,TWN
Fit For Life LLC,apps,USA
Fitbest Bilgi Teknolojileri A.S.,apps,TUR
"Fitbit, Inc.",apps,USA
Fitness Guide Inc,apps,ROU
FITNESS22 LTD,apps,ISR
"FitnessKeeper, Inc.",apps,USA
FitNow,apps,USA
FitTime LLC,apps,USA
Fitwell,apps,USA
Fiveamp,games,DEU
FiveStar Games - Slots and Casino,games,USA
FizzUp,apps,FRA
FL Mobile Korea,games,KOR
Flaregames,games,DEU
Flashman Studios LLC,games,USA
Flatshare Ltd,apps,GBR
FLES Inc,apps,SRB
Flexiroam Sdn Bhd,apps,MYS
Flightradar24 AB,apps,SWE
Flipline Studios,games,CAN
"FlipSide5, Inc.",games,USA
Flirchi,apps,IND
Flitsmeister B.V.,apps,NLD
Flixel Photos Inc.,apps,CAN
Flock FZ-LLC,apps,GBR
Fluik,games,CAN
FLY Entertainment,apps,THA
FlyBit,apps,USA
Flying Castle,games,USA
Focused Apps LLC,games,USA
"Fogg,inc.",apps,JPN
Folkehøjskolernes Forenings Forlag,apps,DNK
Fongo Inc.,apps,CAN
Foon Chau,games,THA
Football Accumulators,games,GBR
foranj.games,games,ESP
Forbes Media LLC,apps,USA
FORCE INC.,apps,USA
ForeFlight,apps,USA
Forever9 Games,games,HKG
Formula One Digital Media Limited,apps,GBR
"forScore, LLC",apps,NLD
Fortis Communications Inc,apps,USA
Fotka.com,apps,POL
"Fotostrana, OOO",apps,RUS
Fourdesire,games,TWN
Foursaken Media,games,USA
FourThirtyThree Inc.,games,KOR
Fox Cub,games,USA
"Fox Digital Entertainment, Inc",games,USA
Foyo Games,games,KOR
FP Netvision GmbH,apps,DEU
Fracture Games Limited,games,USA
France Télévisions,games,FRA
Frankfurter Allgemeine Zeitung GmbH,apps,DEU
Franklin van Velthuizen,apps,NLD
Freakinware Studios,games,ITA
Free Book Apps,apps,CHN
Free Games,apps,ITA
"Free International Calls App, Ltd",apps,GBR
Free Poker Game,games,MYS
FreeDev.,games,USA
Freeletics,apps,DEU
FREEON,games,ITA
Frenzoo,games,HKG
FreshPlanet Inc.,games,USA
Freyr Games,games,CHN
friDay PLAY,games,GBR
"Friend Times Korea Co.,Ltd.",games,KOR
Friendly App Studio,apps,NGA
FriendTimes Inc.,games,CHN
FrogSparks,apps,GBR
From Santa's Elves at UGroupMedia Inc,apps,GBR
From the Bench: Mobile Sport fantasy manager games,games,ESP
Frontapps s.r.o.,apps,CZE
Frontier Design Group,apps,USA
Frontier Developments Ltd,games,GBR
Fruit shake,games,RUS
FT Games,games,HKG
Fugo Games,games,TUR
Full Fat Productions Ltd,games,GBR
Fullpower®,apps,EGY
"Fullscreen, Inc.",apps,USA
Fulvio Scichilone,apps,IND
fun bi,games,TWN
Fun Factory LLC,games,RUS
Fun Games For Free,apps,IRL
Fun Games For Free,games,IRL
FUNAPPS.tw,games,TWN
Funcell123,games,CHN
Fundoll Global Limited,games,HKG
FunGames Plus,games,USA
Fungrep Co Ltd,games,AUS
Funigloo,games,KOR
Funke Services GmbH,apps,DEU
Funmily,games,MYS
"Funmily Technology Corp., Ltd",games,HKG
Funny Tap Studio,games,BEL
FunnyApps LLC,apps,ITA
Funplay World,games,THA
FunPlus International AG,games,CHE
FunPokes Inc.,apps,USA
Funstage,games,AUT
FunTown Hong Kong Limited,games,HKG
FURYU Corporation,apps,JPN
FURYU Corporation,games,JPN
Future Bits Ltd.,apps,HKG
Future Publishing Ltd.,apps,GBR
Future way,games,CHN
Future-Game,games,USA
Futureplay,games,FIN
"FutureScope, Corp.",games,JPN
"FutureSoft, Inc.",apps,USA
FXGames Media,games,RUS
G Data CyberDefense AG,apps,DEU
G-MODE Corporation,games,JPN
"G1dash, Inc.",games,JPN
G5 Entertainment,games,SWE
GA Asia Ltd,games,HKG
Gabriel Silviu Stefan,apps,ROU
Gabriel Silviu Stefan,games,ROU
GAE Inc.,games,JPN
GaeaGame,games,KOR
Gaijin Entertainment,games,ARE
GALA INC,games,JPN
GALA JAPAN INC.,games,JPN
Gala Sports Technology Limited,games,CHN
Galaxy Chat,apps,RUS
Galaxy Play Technology Limited,games,HKG
Gamblic,games,KOR
Game Circus LLC,apps,USA
Game Circus LLC,games,USA
GAME Dreamer,games,TWN
GAME Dreamer (HK) Limited,games,HKG
Game Flier,games,MYS
GAME FOCUS NETWORK LIMITED,games,HKG
Game Garden Limited,games,CYP
Game Hive Corporation,games,CAN
Game Hollywood Hong Kong Limited,games,CHN
GAME HOURS Inc.,games,TWN
Game Hunt Sdn Bhd,games,MYS
Game Insight,games,LTU
Game InVentorS,games,DNK
Game Pickle,games,GBR
Game with friends,games,ZAF
GameBake,games,GBR
Gamebasics BV,games,NLD
GameBau,games,BRA
"GameBoss Digital Entertainment Co., Ltd.",games,TWN
GameBoss黑馬數位,games,TWN
gamecentercompany,apps,HKG
"GameChanger Media, Inc.",apps,USA
GameClub,games,PHL
Gameday Inc.,games,USA
GameDesire,games,MLT
GameDream,games,USA
GameDreamer,games,TWN
GameDuell,games,DEU
Gamedux,games,TWN
GameFirst International Corp.,games,TWN
GameFlier,games,MYS
Gameforge 4D GmbH,games,DEU
Gamegaga,games,TWN
Gamegou Limited,games,HKG
GameHouse Original Stories,games,NLD
GAMEINDY,games,THA
GAMEJOY TECHNOLOGY CO,games,TWN
Gameloft SE,games,FRA
Gamemiracle,games,HKG
Gamenauts,games,USA
GAMEONE GROUP LIMITED,games,HKG
Gamepip,games,THA
Gamepip Company Limited,games,IDN
GamePoint,games,NLD
Gamepub,games,KOR
gamersbas,games,FIN
Games Cafe Inc.,games,USA
Games Extras,games,USA
Games for Friends - Addicting Arcade & Casual Apps,games,GBR
Games Workshop Limited,games,GBR
Gamesko Limited,games,GBR
GameSky Global,games,SGP
GamesMouse,apps,NZL
Gamesofa Inc.,games,TWN
GameSoul,games,CHN
Gamesoul Studio,games,POL
GameSpring,games,KOR
Gamesture sp. z o.o.,games,POL
GamesXP,games,GBR
Gamesys,games,GBR
"GameTales, Co., Ltd.",games,KOR
GameTayo.com,games,PHL
Gametrend,games,DEU
Gameview International,games,THA
Gameview Plus,games,TUN
Gameview Sdn. Bhd.,games,MYS
gameXcite GmbH,games,DEU
gamigo Publishing GmbH,games,DEU
gamigo Publishing GmbH-OLD,games,DEU
Gaming Network Solutions,games,AUS
Gamma Gaana Ltd,apps,IND
GAN Joy Bus Ltd,games,RUS
GandromedA,games,KOR
GapGameStudio,games,THA
Garena International I,apps,SGP
Garena International I,games,SGP
Garmin,apps,USA
Garmin Italy Technologies S.R.L.,apps,ITA
Garmin Wuerzburg GmbH,apps,DEU
Garmin Würzburg GmbH,apps,DEU
Garmory,games,POL
Gary Ho,games,USA
Garzotto GmbH,apps,CHE
gawlowski93,games,BRA
Gazzetta di Parma s.r.l.,apps,ITA
GCAST,games,JPN
GCASTKOREA,games,KOR
"GCREST, Inc.",games,JPN
GEB AdoptAGuy,apps,FRA
GEDI Gruppo Editoriale S.p.A.,apps,ITA
Geek Beach,games,GBR
Geewa,games,CZE
GekkoShare Pty Ltd,apps,AUS
Gelenk Networks Inc.,apps,CAN
Gemo Interactive,games,ISR
Genie9 LTD,apps,GBR
Genius Sports Italy Srl,apps,ITA
Gennadii Zakharov,games,RUS
GentleBirth,apps,GBR
Geo24 ApS,apps,DNK
GeoeGame,games,CHN
Geolives Belgium S.P.R.L.,apps,BEL
GeoMagik LLC,apps,USA
GEOPHONE GROUP INTERNATIONAL Oy,apps,FIN
Gerwin Software,games,FRA
GETTO BASIN YAYIN,apps,TUR
Giang Nguyen,games,VNM
"Giant Network Technology Co., Ltd.",games,HKG
